Name,Branch,Place,Exams Accepted,Fees
"The Assam Kaziranga University, Jorhat",B.Tech Electrical Engineering,"Jorhat, Assam",JEE,"Fees:  ₹ 520,000"
"Bankura Unnayani Institute of Engineering, Bankura",B.Tech Electrical Engineering,"Pohabagan, West Bengal",JEE,"Fees:  ₹ 365,400"
"Dehradun Institute of Technology, Dehradun",B.Tech Electrical Engineering,"Dehradun, Uttarakhand",NA,"Fees:  ₹ 881,500"
"Sarvepalli Radhakrishnan University, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Murshidabad College of Engineering and Technology, Murshidabad",B.Tech Electrical Engineering,"Berhampore, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"World College of Technology and Management, Gurgaon",B.Tech Electrical Engineering,"Farukh Nagar, Haryana",NA,"Fees:  ₹ 324,000"
"Mahatma Basaweshwar Education Society's College of Engineering, Ambajogai",BE Electrical Engineering,"Ambajogai, Maharashtra",NA,Exams:  MAHA CET 
"AKS University, Satna",B.Tech Electrical Engineering,"Satna, Madhya Pradesh",NA,"Fees:  ₹ 208,000"
"PR Pote College of Engineering and Management, Amravati",BE Electrical Engineering,"Amravati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"PM College of Engineering, Sonipat",B.Tech Electrical Engineering,"Bhuri, Haryana",NA,NA
"Jagadambha College of Engineering and Technology, Yavatmal",BE Electrical Engineering,"Yavatmal, Maharashtra",NA,NA
"Government Engineering College, Bharatpur",B.Tech Electrical Engineering,"Bharatpur, Rajasthan",NA,"Fees:  ₹ 274,000"
"Satyasai Engineering College, Balasore",B.Tech Electrical Engineering,"Balasore, Odisha",NA,Exams:  JEE Main 
"Government Engineering College, Banswara",B.Tech Electrical Engineering,"Banswara, Rajasthan",NA,"Fees:  ₹ 240,000"
"Oxford College of Engineering and Management, Bhubaneswar",B.Tech Electrical Engineering,"Ramachandrapur, Odisha",JEE,"Fees:  ₹ 180,000"
"College of Engineering, Bhubaneswar",B.Tech Electrical Engineering,"Bhubaneshwar, Odisha",NA,"Fees:  ₹ 236,000"
"BSA College of Engineering and Technology, Mathura",B.Tech Electrical Engineering,"Mathura, Uttar Pradesh",UPSEE,"Fees:  ₹ 289,200"
"BRCM College of Engineering and Technology, Bhiwani",B.Tech Electrical Engineering,"Bhiwani, Haryana",JEE,"Fees:  ₹ 363,600"
"HJD Institute of Technical Education and Research, Kutch",BE Electrical Engineering,"Kera, Gujarat",JEE,"Fees:  ₹ 240,000"
"Ganpat University, Mehsana",B.Tech Electrical Engineering,"Mulsan, Gujarat",GUJCET,"Fees:  ₹ 408,000"
"Babu Banarasi Das National Institute of Technology and Management, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 453,212"
"UV Patel College of Engineering, Mehsana",B.Tech Electrical Engineering,"Mulsan, Gujarat",GUJCET,"Fees:  ₹ 288,000"
"Rajiv Gandhi College of Engineering, Research and Technology, Chandrapur",B.Tech Electrical Engineering,"Chandrapur, Maharashtra",NA,"Fees:  ₹ 404,000"
"Government Engineering College, Patan",BE Electrical Engineering,"Patan, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Calcutta Institute of Technology, Howrah",B.Tech Electrical Engineering,"Howrah, West Bengal",JEE,"Fees:  ₹ 300,000"
"NBN Sinhgad Technical Institutes Campus, Ambegaon",BE Electrical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 340,000"
"Navsahyadri Group of Institutes, Pune",BE Electrical Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Greater Noida Institute of Technology, Greater Noida",B.Tech Electrical Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 416,780"
"Government Engineering College, Mainpuri",B.Tech Electrical Engineering,"Mainpuri, Uttar Pradesh",UPSEE,"Fees:  ₹ 210,000"
"Shri Ramswaroop Memorial University, Barabanki",B.Tech Electrical Engineering,"Barabanki, Uttar Pradesh",NA,"Fees:  ₹ 525,000"
"Shree Ramchandra College of Engineering, Pune",BE Electrical Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Tulsiramji Gaikwad Patil College of Engineering and Technology, Nagpur",BE Electrical Engineering,"Mohgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"JB Institute of Technology, Dehradun",B.Tech Electrical Engineering,"Dehradun, Uttarakhand",NA,Exams:  JEE Main 
"Shivdan Singh Institute of Technology and Management, Aligarh",B.Tech Electrical Engineering,"Aligarh, Uttar Pradesh",UPSEE,"Fees:  ₹ 164,000"
"Maulana Azad University, Jodhpur",B.Tech Electrical Engineering,"Jodhpur, Rajasthan",NA,NA
"SPB Patel Engineering College, Mehsana",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",NA,Exams:  GUJCET 
"Goel Institute of Technology and Management, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Ganga Institute of Technology and Management, Jhajjar",B.Tech Electrical Engineering,"Jhajjar, Haryana",NA,"Fees:  ₹ 272,000"
"Ashokrao Mane Group of Institutions, Kolhapur",B.Tech Electrical Engineering,"Vadgaon Kasba, Maharashtra",NA,NA
"Shri Sant Gadge Baba College of Engineering and Technology, Bhusawal",BE Electrical Engineering,"Bhusawal, Maharashtra",JEE,"Fees:  ₹ 273,320"
"KJ College of Engineering and Management Research, Pune",BE Electrical Engineering,"Yewalewadi, Maharashtra",JEE,"Fees:  ₹ 366,000"
"College of Engineering and Technology, BGSB University, Rajouri",B.Tech Electrical Engineering,"Rajouri, Jammu and Kashmir",NA,NA
"Techno College of Engineering, Agartala",B.Tech Electrical Engineering,"Agartala, Tripura",NA,"Exams:  JEE Main ,  TJEE "
"Sitamarhi Institute of Technology, Sitamarhi",B.Tech Electrical Engineering,"Sitamarhi, Bihar",NA,NA
"Aryabhatta Knowledge University, Patna",B.Tech Electrical Engineering,"Patna, Bihar",NA,NA
"Dr KN Modi University, Tonk",B.Tech Electrical Engineering,"Tonk, Rajasthan",JEE,"Fees:  ₹ 379,500"
"Swarrnim Startup and Innovation University, Gandhinagar",B.Tech Electrical Engineering,"Bhoyan Rathod, Gujarat",NA,NA
"College of Engineering, Pandharpur",BE Electrical Engineering,"Kondharki, Maharashtra",MAHA,"Fees:  ₹ 322,000"
"Sri Satya Sai College of Engineering, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"KIPM College of Engineering and Technology, Gorakhpur",B.Tech Electrical Engineering,"Jhungia, Uttar Pradesh",UPSEE,"Fees:  ₹ 331,600"
"CK Pithawala College of Engineering and Technology, Surat",BE Electrical Engineering,"Dumas, Gujarat",NA,"Fees:  ₹ 332,000"
"BH Gardi College of Engineering and Technology, Rajkot",BE Electrical Engineering,"Anandpar, Gujarat",NA,"Fees:  ₹ 264,000"
"Noble Group of Institutions, Junagadh",BE Electrical Engineering,"Junagadh, Gujarat",NA,Exams:  GUJCET 
"Dilkap Research Institute of Engineering and Management Studies, Raigad",BE Electrical Engineering,"Neral, Maharashtra",JEE,"Fees:  ₹ 326,278"
"Sardar Patel College Of Engineering, Bakrol",BE Electrical Engineering,"Vallabh Vidhyanagar, Gujarat",GUJCET,"Fees:  ₹ 264,000"
"Women's Institute of Technology, Dehradun",B.Tech Electrical Engineering,"Sudhowala, Uttarakhand",JEE,"Fees:  ₹ 278,700"
"Sankalchand Patel University, Visnagar",B.Tech Electrical Engineering,"Visnagar, Gujarat",NA,NA
"Gyan Ganga Institute of Technology and Sciences, Jabalpur",BE Electrical Engineering,"Jabalpur, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"Shankersinh Vaghela Bapu Institute of Technology, Gandhinagar",BE Electrical Engineering,"Randheja, Gujarat",NA,"Fees:  ₹ 288,000"
"Jamia Institute of Engineering and Management Studies, Nandurbar",BE Electrical Engineering,"Mandaviamba, Maharashtra",NA,NA
"Birbhum Institute of Engineering and Technology, Birbhum",B.Tech Electrical Engineering,"Suri, West Bengal",JEE,"Fees:  ₹ 332,200"
"The Neotia University, Kolkata",B.Tech Electrical Engineering,"Jhinga, West Bengal",NA,Exams:  WBJEE 
"Saroj Mohan Institute of Technology, Hooghly",B.Tech Electrical Engineering,"Guptipara, West Bengal",NA,"Fees:  ₹ 280,000"
"RIMT Institute of Engineering and Technology, Gobindgarh",B.Tech Electrical Engineering,"Mandi Gobindgarh, Punjab",JEE,"Fees:  ₹ 307,000"
"Rajiv Gandhi College of Engineering and Research, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 350,804"
"Siliguri Institute of Technology, Darjeeling",B.Tech Electrical Engineering,"Panchanai, West Bengal",JEE,"Fees:  ₹ 320,000"
"Global Institute of Management and Technology, Nadia",B.Tech Electrical Engineering,"Krishnanagar, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"College of Engineering and Technology, North Maharashtra Knowledge City, Jalgaon",B.Tech Electrical Engineering,"Jalgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Institute of Technology, Gopeshwar",B.Tech Electrical Engineering,"Mathlaggapilng, Uttarakhand",JEE,"Fees:  ₹ 429,500"
"Sanjaybhai Rajguru College of Engineering, Rajkot",B.Tech Electrical Engineering,"Rajkot, Gujarat",NA,NA
"Rajasthan Technical University, Kota",B.Tech Electrical Engineering,"Kota, Rajasthan",JEE,"Fees:  ₹ 315,500"
"JD College of Engineering and Management, Nagpur",B.Tech Electrical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 408,000"
"Shreeyash College of Engineering and Technology, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon",BE Electronics and Power Engineering,"Sawarna, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Shri Ramswaroop Memorial Group of Professional Colleges, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 452,270"
"National Power Training Institute, New Delhi",B.Tech Power Engineering,"New Delhi, Delhi",NA,NA
"Mahatma Jyoti Rao Phoole University, Jaipur",B.Tech Electrical Engineering,"Kalwad Kalan and Khurd, Rajasthan",NA,NA
"RH Sapat College of Engineering, Management Studies and Research, Nashik",BE Electrical Engineering,"Nashik, Maharashtra",MAHA,"Fees:  ₹ 210,000"
"Nagesh Karajgi Orchid College of Engineering and Technology, Solapur",BE Electrical Engineering,"Hipparge, Maharashtra",JEE,"Fees:  ₹ 347,710"
"Kavikulguru Institute of Technology and Science, Nagpur",BE Electrical Engineering,"Parsoda, Maharashtra",JEE,"Fees:  ₹ 397,000"
"Madhukarrao Pandav College of Engineering, Bhandara",BE Electrical Engineering,"Bhilewada, Maharashtra",NA,NA
"Vivekananda College of Technology and Management, Aligarh",B.Tech Electrical Engineering,"Aligarh, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Sigma Institute of Engineering, Vadodara",BE Electrical Engineering,"Vadodara, Gujarat",GUJCET,"Fees:  ₹ 240,000"
"Seth Jai Parkash Mukand Lal Institute of Engineering and Technology, Yamunanagar",B.Tech Electrical Engineering,"Yamuna Nagar, Haryana",JEE,"Fees:  ₹ 348,000"
"Gandhi Institute for Technology, Bhubaneswar",B.Tech Electrical Engineering,"Khurda, Odisha",JEE,"Fees:  ₹ 276,000"
"Gandhi Institute for Education and Technology, Khordha",B.Tech Electrical Engineering,"Baniatangi, Odisha",JEE,"Fees:  ₹ 480,000"
"GH Raisoni College of Engineering and Management, Amravati",BE Electronics and Power Engineering,"Angangaon Bari, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Agnihotri College of Engineering, Wardha",BE Electrical Engineering,"Wardha, Maharashtra",NA,"Fees:  ₹ 308,000"
"Bhai Gurdas Institute of Engineering and Technology, Sangrur",B.Tech Electrical Engineering,"Changal, Punjab",NA,"Fees:  ₹ 263,000"
"SB Patil College of Engineering, Pune",BE Electrical Engineering,"Vangali, Maharashtra",JEE,"Fees:  ₹ 315,760"
"PK University, Shivpuri",B.Tech Electrical Engineering,"Karera, Madhya Pradesh",NA,NA
"KK University, Nalanda",B.Tech Electrical Engineering,"Nalanda, Bihar",NA,NA
"School of Research and Technology People's University, Bhopal",B.Tech Electrical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 285,100"
"RR Institute of Modern Technology, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 348,800"
"Seth Vishambhar Nath Institute of Engineering and Technology, Barabanki",B.Tech Electrical Engineering,"Barabanki, Uttar Pradesh",NA,NA
"Aurangabad College of Engineering, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 144,000"
"Delhi Engineering College, Faridabad",B.Tech Electrical Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 200,000"
"Adwaita Mission Institute of Technology, Maniyarpur",B.Tech Electrical Engineering,"Maniyarpur, Bihar",NA,NA
"Sangam University, Bhilwara",B.Tech Electrical Engineering,"Gathila Kheda, Rajasthan",NA,NA
"Maharishi University of Information Technology, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,NA
"Sri Satya Sai Institute of Science and Technology, Sehore",B. Tech Electrical Engineering,"Sehore, Madhya Pradesh",NA,NA
"Marwadi Education Foundation Group of Institutions, Rajkot",BE Electrical Engineering,"Rajkot, Gujarat",JEE,"Fees:  ₹ 336,000"
"Patna Sahib Technical Campus, Vaishali",B.Tech Electrical Engineering,"Bhagwanpur, Bihar",NA,NA
"Padmashri Dr VB Kolte College of Engineering, Malkapur",BE Electrical Engineering,"Malkapur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Axis Institute of Technology and Management, Kanpur",B.Tech Electrical Engineering,"Kanpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 377,700"
"Bhabha Engineering Research Institute, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"Moti Babu Institute of Technology, Patna",B.Tech Electrical Engineering,"Patna, Bihar",NA,NA
"Institute of Engineering and Technology, Rupnagar",B.Tech Electrical Engineering,"Bhaddal, Punjab",NA,Exams:  JEE Main 
"Sankalchand Patel College of Engineering, Visnagar",B.Tech Electrical Engineering,"Mehsana, Gujarat",NA,"Fees:  ₹ 240,000"
"Sanjay Bhokare Group of Institutes, Miraj",B.Tech Electrical Engineering,"Miraj, Maharashtra",MAHA,"Fees:  ₹ 320,000"
"SB Jain Institute of Technology Management and Research, Nagpur",BE Electrical Engineering,"Dorli, Maharashtra",JEE,"Fees:  ₹ 390,600"
"KCC Institute of Technology and Management, Greater Noida",B.Tech Electrical Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 320,000"
"Model Institute of Engineering and Technology, Jammu",B.Tech Electrical Engineering,"Jammu, Jammu and Kashmir",JEE,"Fees:  ₹ 192,000"
"Arya College of Engineering and IT, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 315,500"
"Azmet Institute of Technology, Kishanganj",B.Tech Electrical Engineering,"Kishanganj, Bihar",NA,NA
"Allahabad State University, Allahabad",B.Tech Electrical Engineering,"Allahabad, Uttar Pradesh",NA,NA
"Sir Visvesvaraya Institute of Technology, Nashik",BE Electrical Engineering,"Chincholi, Maharashtra",NA,Exams:  JEE Main 
"Dr KN Modi Institute of Engineering and Technology, Modinagar",B.Tech Electrical Engineering,"Modinagar, Uttar Pradesh",UPSEE,"Fees:  ₹ 407,040"
"Rungta College of Engineering and Technology, Raipur",BE Electrical Engineering,"Atari, Chhattisgarh",JEE,"Fees:  ₹ 312,256"
"Pacific School of Engineering, Surat",BE Electrical Engineering,"Timbarava, Gujarat",NA,Exams:  GUJCET 
"NSHM Knowledge Campus, Durgapur",B.Tech Electrical Engineering,"Arra, West Bengal",WBJEE,"Fees:  ₹ 312,000"
"Gargi Memorial Institute of Technology, Baruipur",B.Tech Electrical Engineering,"Baruipur, West Bengal",JEE,"Fees:  ₹ 383,200"
"Balaghat Engineering College, Latur",BE Electrical Engineering,"Ahmedpur, Maharashtra",NA,NA
"Dr Sudhir Chandra Sur Degree Engineering College, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 320,000"
"Jaipur Engineering College, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 315,000"
"Calcutta Institute of Engineering and Management, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 398,250"
"Himachal Institute of Engineering and Technology, Shahpur",B.Tech Electrical Engineering,"Kangra, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"JIMS Engineering Management Technical Campus, Greater Noida",B.Tech Electrical Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 320,000"
"Rungta Engineering College, Raipur",BE Electrical Engineering,"Raipur, Chhattisgarh",JEE,"Fees:  ₹ 274,800"
"Shri Vithal Education and Research Institute's College of Engineering, Solapur",BE Electrical Engineering,"Solapur, Maharashtra",JEE,"Fees:  ₹ 350,000"
"Prestige Institute of Engineering Management and Research, Indore",BE Electrical Engineering,"Indore, Madhya Pradesh",NA,Exams:  JEE Main 
"Sityog Institute of Technology, Aurangabad",B.Tech Electrical Engineering,"Aurangabad, Bihar",JEE,"Fees:  ₹ 398,250"
"United College of Engineering and Research, Greater Noida",B.Tech Electrical Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 427,000"
"Government Engineering College, Bhuj",B.Tech Electrical Engineering,"Bhuj, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Bharat Institute of Technology, Sonipat",B.Tech Electrical Engineering,"Sonipat, Haryana",NA,NA
"ABSS Institute of Technology, Meerut",B.Tech Electrical Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 343,200"
"Gramin College of Engineering, Nanded",BE Electrical Engineering,"Nanded, Maharashtra",NA,NA
"Career Point University, Kota",B.Tech Electrical Engineering,"Aalniya, Rajasthan",NA,"Fees:  ₹ 240,000"
"SKN Sinhgad Institute of Technology and Science, Lonavala",BE Electrical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 369,368"
"Chitkara University, Patiala",B.Tech Electrical Engineering Lateral Entry,"Patiala, Punjab",NA,"Fees:  ₹ 391,000"
"IEC University, Baddi",B.Tech Electrical Engineering,"Solan, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"Sanjeevan Engineering and Technology Institute, Kolhapur",BE Electrical Engineering,"Kolhapur, Maharashtra",JEE,"Fees:  ₹ 298,000"
"Kalol Institute of Technology and Research Centre, Kalol",BE Electrical Engineering,"Piyaj, Gujarat",GUJCET,"Fees:  ₹ 243,884"
"Techno International Batanagar, South 24 Parganas",B.Tech Electrical Engineering,"Maheshtala, West Bengal",JEE,"Fees:  ₹ 288,000"
"Adesh Institute of Technology, Gharuan",B.Tech Electrical Engineering,"Gharuan, Punjab",JEE,"Fees:  ₹ 323,000"
"Pt LR College of Technology Technical Campus, Faridabad",B.Tech Electrical Engineering,"Faridabad, Haryana",NA,Exams:  JEE Main 
"Dr Virendra Swarup Memorial Trust Group of Institutions, Unnao",B.Tech Electrical Engineering,"Unnao, Uttar Pradesh",NA,"Fees:  ₹ 294,800"
"Matoshri College of Engineering and Research Centre, Nashik",BE Electrical Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 282,920"
"Arvind Gavali College of Engineering, Satara",B.Tech Electrical Engineering,"Satara, Maharashtra",MAHA,"Fees:  ₹ 226,000"
"International Institute of Technology and Management, Sonipat",B.Tech Electrical Engineering,"Sonipat, Haryana",NA,Exams:  JEE Main 
"Dr Sau Kamaltai Gawai Institute of Engineering and Technology, Amravati",BE Electrical Engineering,"Amravati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Himalayan Institute of Engineering and Technology, Kala Amb",B.Tech Electrical Engineering,"Kala Amb, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"RP Educational Trust Group of Institutions, Karnal",B.Tech Electrical Engineering,"Gharaunda, Haryana",NA,NA
"Seacom Skills University, Birbhum",B.Tech Electrical Engineering,"Birbhum, West Bengal",NA,NA
"Shroff SR Rotary Institute of Chemical Technology, Bharuch",BE Electrical Engineering,"Vataria, Gujarat",GUJCET,"Fees:  ₹ 396,000"
"Rajeev Gandhi Proudyogiki Mahavidyalaya, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"Mahant Bachittar Singh College of Engineering and Technology, Jammu",BE Electrical Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 180,000"
"Shambhunath Institute of Engineering and Technology, Allahabad",B.Tech Electrical Engineering,"Allahabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 332,800"
"Mittal Institute of Technology, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Godavari College of Engineering, Jalgaon",BE Electrical Engineering,"Jalgaon, Maharashtra",NA,Exams:  JEE Main 
"Ideal Institute of Engineering, Nadia",B.Tech Electrical Engineering,"Kalyani, West Bengal",JEE,"Fees:  ₹ 347,000"
"SLBS Engineering College, Jodhpur",B.Tech Electrical Engineering,"Jodhpur, Rajasthan",JEE,"Fees:  ₹ 280,000"
"Siwan Engineering and Technical Institute, Siwan",B.Tech Electrical Engineering,"Surapur, Bihar",NA,NA
"Sanmati Engineering College, Washim",BE Electrical Engineering,"Washim, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Kanad Institute of Engineering and Management Mankar, Durgapur",B.Tech Electrical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 280,000"
"Jawahar Education Society's AC Patil College of Engineering, Navi Mumbai",BE Electrical Engineering,"Navi Mumbai, Maharashtra",NA,"Fees:  ₹ 330,000"
"Techno India NJR Institute of Technology, Udaipur",B.Tech Electrical Engineering,"Biliya, Rajasthan",JEE,"Fees:  ₹ 280,000"
"NGF College of Engineering and Technology, Palwal",B.Tech Electrical Engineering,"Palwal, Haryana",NA,"Fees:  ₹ 184,000"
"Priyadarshini Institute of Engineering and Technology, Nagpur",BE Electrical Engineering,"Ekatmata Nagar Gramin, Maharashtra",JEE,"Fees:  ₹ 370,440"
"Bansal Institute of Engineering and Technology, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 334,400"
"Sanaka Educational Trust's Group of Institutions, Durgapur",B.Tech Electrical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 325,550"
"Shree Santkrupa Institute of Engineering and Technology, Satara",B.Tech Electrical Engineering,"Karad, Maharashtra",NA,Exams:  MAHA CET 
"University of Engineering and Management, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 330,800"
"Himachal Pradesh Technical University, Hamirpur",B.Tech Electrical Engineering,"Hamirpur, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"Bineswar Brahma Engineering College, Kokrajhar",BE Electrical Engineering,"Kokrajhar, Assam",Assam,"Fees:  ₹ 36,000"
"MET Institute of Engineering, Nashik",BE Electrical Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 304,000"
"Invertis Institute of Engineering and Technology, Bareilly",B.Tech Electrical Engineering,"Bareilly, Uttar Pradesh",JEE,"Fees:  ₹ 400,000"
"Government Engineering College, Godhra",BE Electrical Engineering,"Godhra, Gujarat",GUJCET,"Fees:  ₹ 4,500"
"Durgapur Institute of Advanced Technology and Management, Durgapur",B.Tech Electrical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 369,600"
"Bhabha College of Engineering, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Datta Meghe Institute of Engineering Technology and Research, Wardha",BE Electrical Engineering,"Wardha, Maharashtra",JEE,"Fees:  ₹ 267,480"
"Neotech Institute of Technology, Vadodara",B.Tech Electrical Engineering,"Virod, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"JLD Engineering and Management College, Baruipur",B.Tech Electrical Engineering,"Begampur, West Bengal",NA,Exams:  WBJEE 
"Baddi University of Emerging Sciences and Technology, Baddi",B.Tech Electrical Engineering,"Baddi, Himachal Pradesh",JEE,"Fees:  ₹ 362,000"
"GH Raisoni Institute of Engineering and Management, Jalgaon",BE Electrical Engineering,"Jalgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"North East Frontier Technical University, West Siang",B.Tech Electrical Engineering,"Aalo, Arunachal Pradesh",NA,NA
"Shrinathji Institute of Technology and Engineering, Rajsamand",B.Tech Electrical Engineering,"Upli Odan, Rajasthan",NA,Exams:  JEE Main 
"Vaishno College of Engineering, Kangra",B.Tech Electrical Engineering,"Thapkor, Himachal Pradesh",HPCET,"Fees:  ₹ 192,000"
"Suryodaya College of Engineering and Technology, Nagpur",B.Tech Electrical Engineering,"Vhirgaon, Maharashtra",JEE,"Fees:  ₹ 292,000"
"Dr Vithalrao Vikhe Patil College of Engineering, Ahmednagar",BE Electrical Engineering,"Vilad, Maharashtra",JEE,"Fees:  ₹ 330,768"
"Girijananda Chowdhury Institute of Management and Technology, Guwahati",B.Tech Electrical Engineering,"Guwahati, Assam",JEE,"Fees:  ₹ 498,000"
"Aryavart Institute of Technology and Management, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,NA
"Babasaheb Naik College of Engineering, Yavatmal",BE Electronics and Power Engineering,"Pusad, Maharashtra",NA,"Fees:  ₹ 301,348"
"Indotech College of Engineering, Bhubaneswar",B.Tech Electrical Engineering,"Khurda, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Fabtech Technical Campus, Solapur",B.Tech Electrical Engineering,"Solapur, Maharashtra",NA,Exams:  JEE Main 
"Anand International College of Engineering, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 318,700"
"Camellia Institute of Technology, Madhyamgram",B.Tech Electrical Engineering,"Kolkata, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"Institute of Engineering and Technology, Sitapur",B.Tech Electrical Engineering,"Sitapur, Uttar Pradesh",NA,Exams:  UPSEE 
"JSPMs Bhivarabai Sawant Institute of Technology and Research, Pune",B.Tech Electrical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 388,800"
"Gyanmanjari Institute of Technology, Bhavnagar",BE Electrical Engineering,"Bhavnagar, Gujarat",NA,NA
"Buddha Institute of Technology, Gaya",B.Tech Electrical Engineering,"Gaya, Bihar",NA,Exams:  BCECE 
"Sister Nivedita University, Kolkata",B.Tech Electrical Engineering,"New Town, West Bengal",NA,NA
"University of Engineering and Management, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 492,700"
"Regent Education and Research Foundation Group of Institutions, South 24 Parganas",B.Tech Electrical Engineering,"Bara Kanthalia, West Bengal",JEE,"Fees:  ₹ 280,000"
"Vaish College of Engineering, Rohtak",B.Tech Electrical Engineering,"Rohtak, Haryana",JEE,"Fees:  ₹ 302,160"
"Akila College of Engineering and Management Technology, Bathinda",B.Tech Electrical Engineering,"Chak Goniana Khurd, Punjab",NA,Exams:  JEE Main 
"Yashoda Technical Campus, Satara",BE Electrical Engineering,"Satara, Maharashtra",JEE,"Fees:  ₹ 268,000"
"Nandini Nagar Technical Campus, Gonda",B.Tech Electrical Engineering,"Gonda, Uttar Pradesh",NA,NA
